id,type,classification,road_segment_type,duration,street_name_full,line_weight,route_coming_soon,construction_year,geometry_line
12614,OFF ROAD,Walkway / Breezeway,,1430,,1,false,,"MULTILINESTRING ((-113.53542980507996 53.42169386196942, -113.53551538818687 53.42172204808742, -113.53561087618866 53.4217414759174, -113.5357773239753 53.421780232331685, -113.53590939388644 53.42182032536298, -113.53599981825194 53.42185438952117, -113.53605096625753 53.421889767789686, -113.53607757957491 53.42192505074189, -113.53608942902557 53.421963209819204, -113.53608879082182 53.42202183997091, -113.53611047761669 53.42205857051684, -113.5361418679677 53.422105598532625, -113.53614881301301 53.42214373855582, -113.5361384394574 53.42219500089791, -113.53613800868192 53.422234579012986, -113.53614997614257 53.42226247506659, -113.53622034047925 53.42233604093505, -113.53634417558584 53.4224567204417, -113.53640262073294 53.42249799014329, -113.5364735500694 53.422520251741155, -113.53655927282128 53.422535244383376, -113.53661792547872 53.42255745825977, -113.53676421479197 53.42264451159803, -113.53680819560147 53.42266227195088, -113.53690131674803 53.42267435956368, -113.53696255255224 53.42268485676068, -113.53701631077321 53.42270558841413, -113.53705778862019 53.422727735497645, -113.53712109779441 53.42277342390696, -113.53725237629241 53.422886801303484, -113.53726196886471 53.422907358041385, -113.53728335471104 53.42297194045805, -113.53732446696236 53.42302779886472, -113.53742412171547 53.423116137463424, -113.53746547290615 53.42315001043546, -113.53754369412432 53.42317816289155, -113.53776307565518 53.42323821592925))"
12615,OFF ROAD,Walkway / Breezeway,,971,,1,false,,"MULTILINESTRING ((-113.53776307565518 53.42323821592925, -113.53781977968922 53.42329063718114, -113.53791907059468 53.423412683097716, -113.53793332984996 53.423455247826325, -113.53792294216845 53.423507980676234, -113.5378948384665 53.42361048086146, -113.53789187443166 53.42365737548202, -113.5379035732329 53.423710190091576, -113.53790331893376 53.4237336421514, -113.53788825871715 53.42376436692659, -113.53782097188142 53.42385938549045, -113.53772351622592 53.42402024986131, -113.53766325485489 53.42414607856323, -113.53765041124622 53.424198798192556, -113.53764716679643 53.42427207823225, -113.53763216981618 53.424296939957394, -113.53760750643866 53.424308571002705, -113.5375013149505 53.42436972593878, -113.53741695550107 53.42445441837566, -113.5373030910256 53.42454485603473, -113.53721924020223 53.42458264421929, -113.53715529141007 53.42459558969025, -113.53705461463944 53.42460106278318, -113.5363724419836 53.42459548335231, -113.53616367847125 53.424660827073346))"
12616,OFF ROAD,Walkway / Breezeway,,132,,1,false,,"MULTILINESTRING ((-113.53656259392609 53.42423198050831, -113.53617419596279 53.42453800847019, -113.5361493910517 53.42469296240041))"
12617,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.53742644223844 53.42516569324162, -113.53742896692978 53.42493311108002))"
12618,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.53676850526352 53.426615072100255, -113.5362346968155 53.42617644037069))"
12619,OFF ROAD,Walkway / Breezeway,,93,,1,false,,"MULTILINESTRING ((-113.53202214676 53.39962972451864, -113.53169695619938 53.400003523041896))"
12620,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52934425486788 53.39927901851901, -113.52934765122048 53.39963229954166))"
12621,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52972453983433 53.399998804410686, -113.52941583439576 53.39966272493997))"
12622,OFF ROAD,Walkway / Breezeway,,248,,1,false,,"MULTILINESTRING ((-113.52895707758084 53.39960774488106, -113.52895787618105 53.39960801705708, -113.52899564191124 53.39965456743565, -113.52901198350652 53.39969020225222, -113.52901900846665 53.39972802623154, -113.52902604572775 53.399764737302945))"
12623,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52685051669798 53.39937889647295, -113.52685550708338 53.399757269642585))"
12624,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.5230329378717 53.3994792019434, -113.52367125244646 53.399798021013915))"
12625,OFF ROAD,Walkway / Breezeway,,1284,,1,false,,"MULTILINESTRING ((-113.5230285740706 53.399438782734094, -113.52300735280099 53.39942144714766, -113.52297585887828 53.399406852910616, -113.52294058476352 53.39939725186532, -113.52289779379805 53.399393742034796, -113.5228688938957 53.39939696543083, -113.52283900068876 53.399405749631036, -113.52281839929971 53.39941624038959, -113.52280055992561 53.399429524572554, -113.5227892378989 53.39944283479878, -113.52278443945136 53.39945561461698, -113.52278243415627 53.399468405597716, -113.52278280097605 53.399479709832654, -113.52278959619032 53.39949403220942, -113.52280430626357 53.399510785336204, -113.5228200158794 53.399521421197164, -113.52283758760943 53.399532064496995, -113.52285521537152 53.399537699715836, -113.52287378664086 53.399542225746046, -113.52289145175807 53.39954452224065, -113.52291364756546 53.399546398285466, -113.52293614232376 53.39954470079415, -113.52295480073406 53.39954143646758, -113.52297628341763 53.39953540103048, -113.52299313572159 53.399527121180675, -113.52300627003017 53.39951826999879, -113.52301847950332 53.399508858643266, -113.5230260523764 53.39949775933206, -113.52303084453388 53.39948553595721, -113.5230346994143 53.399473865316416, -113.5230357611375 53.399462183518764, -113.52303400481604 53.399452716377056, -113.5230285740706 53.399438782734094))"
12626,OFF ROAD,Walkway / Breezeway,,93,,1,false,,"MULTILINESTRING ((-113.524605604727 53.40271777669433, -113.52355908553854 53.40272508922984))"
12627,OFF ROAD,Walkway / Breezeway,,285,,1,false,,"MULTILINESTRING ((-113.53621776060666 53.40349715393771, -113.53607970247444 53.403844357043724, -113.5356193224712 53.403646407527226, -113.53508425351342 53.40345708015686, -113.53457854846876 53.40331244935097, -113.53404290384779 53.40317661426896, -113.53393700727305 53.4033099472321))"
12629,OFF ROAD,Walkway / Breezeway,,97,,1,false,,"MULTILINESTRING ((-113.53237976776093 53.405390034034646, -113.53230452028754 53.405246400394304))"
12630,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52542851804353 53.40533359403847, -113.52431117467637 53.405336452689326))"
12631,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52683254680592 53.40817371316559, -113.52648917168133 53.407903507373106))"
12632,OFF ROAD,Walkway / Breezeway,,131,,1,false,,"MULTILINESTRING ((-113.52742101887816 53.41022376818929, -113.52703180315406 53.41048126554, -113.52699796261727 53.410499428916744))"
12633,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52699796261727 53.410499428916744, -113.5264369562247 53.410184933636145))"
12634,OFF ROAD,Walkway / Breezeway,,92,,1,false,,"MULTILINESTRING ((-113.52750402412258 53.41075807489847, -113.52703180315406 53.41048126554))"
12635,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52699796261727 53.410499428916744, -113.52656452772763 53.41070333518552))"
12636,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52412733045382 53.40743361037184, -113.52376995580086 53.40774085374059))"
12637,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.51796530587319 53.39716548041932, -113.51839662921772 53.39716843329766))"
12638,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.51781773833204 53.39713059301949, -113.51796530587319 53.39716548041932))"
12639,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.51781358611356 53.3972191889819, -113.51796530587319 53.39716548041932))"
12640,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.5220517188831 53.40280620047227, -113.5214987769327 53.403138337077955, -113.52084172987702 53.403141838461764))"
12641,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.51976101209607 53.40068686442366, -113.51908352370579 53.400687122938194))"
12642,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.51908352370579 53.400687122938194, -113.51843474252756 53.40068603769491))"
12643,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.5129165557603 53.399661026503665, -113.51223729661893 53.399152684105374))"
12644,OFF ROAD,Walkway / Breezeway,,1844,,1,false,,"MULTILINESTRING ((-113.51392713605382 53.398280173171045, -113.51418023151767 53.39854822800181, -113.51423886646997 53.39863035361818, -113.51426771472158 53.39871235804236, -113.51434993514718 53.399339312796904, -113.51432533996041 53.399406859880465, -113.51425883585635 53.39949203642063, -113.51415712718578 53.39953078618265, -113.51332231679322 53.399602153790504, -113.51300611560616 53.399643588170605, -113.5129165557603 53.399661026503665, -113.51282671739112 53.39970338353991, -113.51261088316306 53.399823553385936, -113.5124187570502 53.39995450329406, -113.51236441135568 53.40001836482007, -113.5122852630785 53.40016757575314, -113.51208253519944 53.40070436078988, -113.51202782144767 53.40080026421388, -113.51182218698071 53.4010700121462, -113.51162222108323 53.40136470280142, -113.5114942266781 53.401616960361395, -113.51139646230465 53.40183018163047, -113.51133611525141 53.401897581790706, -113.51124635218453 53.40193281797057, -113.51115674605457 53.40195381109799, -113.51101965025414 53.4019603697631, -113.51047269063591 53.401862001816866, -113.5100384770749 53.40180325754559, -113.50989578705553 53.40177774840859, -113.50978317886107 53.40172743900977, -113.5097302592723 53.40166669830654, -113.50971295637916 53.40161678377695, -113.5097254077126 53.401570547710534, -113.51030681596401 53.40074337552649, -113.51062115638247 53.400345905154786, -113.510964864295 53.39998416145281, -113.51116352252107 53.39980339711635, -113.5116617764277 53.39947076385875, -113.51204553895676 53.39925159136085, -113.51223729661893 53.399152684105374, -113.5125905808116 53.398993912505446, -113.5128717661714 53.39888824925057, -113.5130571576521 53.39882492195008, -113.51328424789705 53.398761760648625, -113.51351709057687 53.39871642597273, -113.51368415931152 53.39869218290901, -113.51390488606606 53.398664598068564, -113.51425329058202 53.39867135583125))"
12645,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52193304825276 53.40658981341196, -113.52146757774635 53.40689593907643))"
12646,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52007196846003 53.4056769265398, -113.52050732880706 53.405948832325194))"
12647,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.51444123013185 53.404095068801034, -113.51424774848078 53.40409910596682))"
12648,OFF ROAD,Walkway / Breezeway,,134,,1,false,,"MULTILINESTRING ((-113.53204614506475 53.41168735733684, -113.53261708805466 53.411682775360305, -113.53274735446361 53.41175655574976))"
12649,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.53558245188844 53.41352744363407, -113.53506061228619 53.41331616704124))"
12650,OFF ROAD,Walkway / Breezeway,,93,,1,false,,"MULTILINESTRING ((-113.53392555289913 53.412891595696, -113.53490048272896 53.41326221762131))"
12651,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.53332029450213 53.411428171457864, -113.53081474868547 53.41300696617099))"
12652,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.52941547776926 53.41471781133429, -113.52893658550785 53.41501956424724, -113.52863954913558 53.41501973005018))"
12653,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.5285989459942 53.41501103469809, -113.52811936947937 53.41483436298104))"
12654,OFF ROAD,Walkway / Breezeway,,134,,1,false,,"MULTILINESTRING ((-113.52859348019038 53.41503730387224, -113.52859763100287 53.41536367341325, -113.52813724514547 53.415558287844156))"
12655,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52713473220686 53.41761085295945, -113.52712965102566 53.417150258446476))"
12656,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52647340830461 53.41796210009792, -113.52654312133302 53.417627318812976))"
12657,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.53241223538294 53.41874632270677, -113.53238922423914 53.41884424609928, -113.53185053353542 53.41912252970524))"
12659,OFF ROAD,Walkway / Breezeway,,171,,1,false,,"MULTILINESTRING ((-113.52949234661574 53.41868420164328, -113.52938041248346 53.41878294604671, -113.52936889699504 53.41882578618157, -113.52936601963775 53.41908637516338))"
12660,OFF ROAD,Walkway / Breezeway,,93,,1,false,,"MULTILINESTRING ((-113.52934563351025 53.42193140879235, -113.5293455546868 53.4217843588321))"
12661,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.53416888055484 53.424414885114174, -113.53408993044667 53.42445057487621))"
12664,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.53030762083361 53.42466870347945, -113.53088809765568 53.424299811856194))"
12665,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52639359782123 53.420022212056374, -113.52583727713086 53.41970157885063))"
12666,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52585394558321 53.42156433967723, -113.52662912147828 53.42155380104399))"
12667,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52583727713086 53.41970157885063, -113.52524835307845 53.41937005243442))"
12668,OFF ROAD,Walkway / Breezeway,,774,,1,false,,"MULTILINESTRING ((-113.5244555231139 53.42206669516562, -113.52452677729993 53.42201387408817, -113.52458420238479 53.42197461499936, -113.52466445898425 53.42193271964758, -113.52476527338334 53.42188682276048, -113.52489109824805 53.4218464721084, -113.52498933225938 53.42182779891947, -113.52510567461063 53.421820091311076, -113.52517860334437 53.421821744805655, -113.52524457536994 53.42183426057917, -113.52530130189601 53.42185763691694, -113.52534426052897 53.42188912507444, -113.52536900451364 53.42191918097094, -113.52538463948875 53.42194784080119, -113.52538862844479 53.42199960153771, -113.5253789341805 53.422051307901, -113.52535314375365 53.422115203823736, -113.5253160042271 53.4221749713569, -113.52524905190222 53.4222509608712, -113.52519831083758 53.42230386392279))"
12669,OFF ROAD,Walkway / Breezeway,,134,,1,false,,"MULTILINESTRING ((-113.52634609399335 53.42337466554089, -113.52579896533535 53.42336125821993, -113.52530973484457 53.423349335185094))"
12670,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52235745841644 53.41157841661631, -113.52192988174696 53.41124261691539))"
12671,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52214379579813 53.412601910504826, -113.52171041402902 53.4124265290912))"
12672,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52271634195812 53.413124749037486, -113.52222430093042 53.41330206296411))"
12673,OFF ROAD,Walkway / Breezeway,,1730,,1,false,,"MULTILINESTRING ((-113.5182702789941 53.414908062257254, -113.51820393672621 53.41503913419913, -113.51818933302894 53.41505522785043, -113.51816942339717 53.41506268391832, -113.51812610521195 53.415067897021444, -113.51809195100348 53.41506021913773, -113.5180398768227 53.41504278033906, -113.51799675347793 53.41503076183044, -113.51793555210703 53.41502405452667, -113.51786353182037 53.41501730351641, -113.51782401691824 53.4150052995123, -113.51779899011092 53.414986890017246, -113.51767248171309 53.414858238432714, -113.51764915862047 53.414848455647274, -113.51760049827926 53.4148482591099, -113.51745804632036 53.414854143926924, -113.51728115380124 53.41487711804265, -113.51726306955956 53.41488242913633, -113.51725924786814 53.41490179824248, -113.51727288245145 53.414970768019536, -113.51726918273306 53.4149793655562, -113.5172528629463 53.41498791576748, -113.51713712834936 53.415021905236785, -113.51704455185468 53.41507967719913, -113.51702291410021 53.41508066579882, -113.5169941755384 53.41507193708621, -113.51690808806 53.4150338995767, -113.51688466142035 53.41503380481464, -113.5168106937013 53.41503996955557, -113.51677995886651 53.41504845769616, -113.51671095498563 53.41509340419513, -113.51668163050165 53.415136359035934, -113.51667784516493 53.415152496282964, -113.51668484822883 53.41517082939039, -113.51673096319553 53.415236702363615, -113.51673772215484 53.415276571233846, -113.51674211233394 53.4153659643148, -113.51675608195544 53.41540586235959, -113.51677737813466 53.415435021669474, -113.51683111914738 53.41546431223804, -113.51691531473327 53.41550987853577, -113.51700672115672 53.41555547393511, -113.51704596792405 53.41559116976267, -113.51707970764913 53.415635455799126, -113.51714616294647 53.41581555121123))"
12675,OFF ROAD,Walkway / Breezeway,,324,,1,false,,"MULTILINESTRING ((-113.5164978730461 53.41728612467782, -113.51650100663272 53.417373695810596, -113.51649007127136 53.41742791352831, -113.5164605422973 53.41748329422034, -113.51642490404843 53.417531246451894, -113.51637046227918 53.41759885349329, -113.51635770427652 53.41763209828862, -113.51625748857222 53.417912875201836))"
12678,OFF ROAD,Walkway / Breezeway,,93,,1,false,,"MULTILINESTRING ((-113.51448733078549 53.4157892792386, -113.514490415209 53.416255040650334))"
12679,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52085150100027 53.42282246895258, -113.52048086517196 53.42246327438551))"
12680,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.52078717525563 53.42286872637472, -113.52090118263818 53.42292854976147, -113.52177506845493 53.42288380063191))"
12681,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.52026689649128 53.42666559077096, -113.5202665925656 53.42635279868537))"
12682,OFF ROAD,Walkway / Breezeway,,172,,1,false,,"MULTILINESTRING ((-113.51297741341983 53.422242061513465, -113.51362148782286 53.422334558763254, -113.5136646619447 53.422346991783044, -113.51370091677336 53.4223662033134))"
12683,OFF ROAD,Walkway / Breezeway,,210,,1,false,,"MULTILINESTRING ((-113.51306814070475 53.42007305486889, -113.51301012354358 53.42009377647711, -113.51297071694242 53.42011087393213, -113.51293955633938 53.42012923956807, -113.51292666940923 53.420147012684126))"
12684,OFF ROAD,Walkway / Breezeway,,441,,1,false,,"MULTILINESTRING ((-113.51323488313668 53.420289466779806, -113.51318551403261 53.42027570375952, -113.51316078020136 53.42027313749626, -113.51312360905384 53.42027545142495, -113.51310497021475 53.420281540906565, -113.51308624074943 53.42029502267479, -113.51307160217338 53.420312221132846, -113.51305704191599 53.42032202356414, -113.51301781030321 53.42032432905949, -113.51299100986816 53.420321754334935, -113.51295595538889 53.42031914963145))"
12685,OFF ROAD,Walkway / Breezeway,,705,,1,false,,"MULTILINESTRING ((-113.51219265927027 53.420297541903764, -113.51228967506954 53.42029547264937, -113.5123640598137 53.420287145457706, -113.51247368218019 53.420265403937954, -113.5125358267878 53.42024470312092, -113.51267293995035 53.42016513374043, -113.51275193050675 53.42011491248131, -113.51277462582769 53.420115005065576, -113.51284057301685 53.4201226704134, -113.5129167280779 53.42014023914705, -113.51294949040842 53.42016256178574, -113.5129801641921 53.42018734134711, -113.51298598537721 53.420219415909074, -113.51297089600348 53.4202760633716, -113.51294102095488 53.420362232228975, -113.51291962521088 53.420428712073594, -113.51289017255185 53.420477904604155, -113.51285659284385 53.42052707660929))"
12686,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.51290764768233 53.423945205529286, -113.51350070010788 53.42433054435454))"
12689,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.53723703210592 53.42992159801045, -113.53648553344445 53.42967615701615))"
12696,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.5321364799491 53.42729643783736, -113.53271134287631 53.426658660551546))"
12697,OFF ROAD,Walkway / Breezeway,,173,,1,false,,"MULTILINESTRING ((-113.53437143637399 53.42888784892142, -113.53371449319569 53.428505714982784, -113.53346643385106 53.42835955060937, -113.53342413358884 53.427881373262686))"
12699,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52840567285526 53.430010683700004, -113.52888902309537 53.42971482526388))"
12700,OFF ROAD,Walkway / Breezeway,,135,,1,false,,"MULTILINESTRING ((-113.52637902897891 53.428306241404954, -113.52644112342118 53.428614723291254, -113.52653554338711 53.42892452360352))"
12702,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52791484930356 53.43205518344674, -113.52818733399869 53.43221374977249))"
12703,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.52445386432274 53.43104301746166, -113.52374437665765 53.431264881442615))"
12705,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.52348454900918 53.4316936208397, -113.52325319352856 53.432095456612814))"
12706,OFF ROAD,Walkway / Breezeway,,245,,1,false,,"MULTILINESTRING ((-113.520451305742 53.43210107542775, -113.52047607264704 53.432047075159836, -113.52051319330745 53.43196788040845, -113.52051359918352 53.431931818031536, -113.5205021321865 53.43187767230702, -113.5205593643028 53.43162183873473))"
12707,OFF ROAD,Walkway / Breezeway,,170,,1,false,,"MULTILINESTRING ((-113.5107270340676 53.426969878901374, -113.51067663767549 53.42700789607681, -113.510653888559 53.427021302023924, -113.51058860540957 53.42704786331864))"
12708,OFF ROAD,Walkway / Breezeway,,285,,1,false,,"MULTILINESTRING ((-113.51018872149731 53.42620737561268, -113.51031897526578 53.426342871649915, -113.51038629127885 53.42638363766721, -113.51067037741421 53.42656924959275, -113.51071143997639 53.42660090843941, -113.5107334398695 53.42665273237827, -113.51072462756322 53.42708918334101))"
12709,OFF ROAD,Walkway / Breezeway,,248,,1,false,,"MULTILINESTRING ((-113.51054858331125 53.427664185982614, -113.51039226720452 53.42782999423177, -113.51036951755835 53.42784340012168, -113.51027116636068 53.427881235280694, -113.510233297815 53.42789907518534, -113.51019906982776 53.427928177448656))"
12746,OFF ROAD,Walkway / Breezeway,,97,,1,false,,"MULTILINESTRING ((-113.50887511765364 53.417258685402274, -113.50822529453025 53.416931983554974))"
12748,OFF ROAD,Walkway / Breezeway,,135,,1,false,,"MULTILINESTRING ((-113.50592293941702 53.417720229375036, -113.50613544997921 53.418048143402665, -113.50629045630225 53.41832712947029))"
12749,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.50417024512166 53.417513511381415, -113.5041704220591 53.41708571411662))"
12753,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.50895817411417 53.41897916248306, -113.50848427889008 53.41906353339234, -113.50798994435412 53.41919167668598))"
12755,OFF ROAD,Walkway / Breezeway,,1010,,1,false,,"MULTILINESTRING ((-113.50468421280787 53.42240934673118, -113.50407770614349 53.42226417306608, -113.50407772531011 53.42222329240252, -113.50414462262093 53.42219080437623, -113.50427322488166 53.42214204397762, -113.50449596887691 53.421992270034565, -113.50458821808648 53.42164326292484, -113.50494966915005 53.42168746656985, -113.505285935482 53.4215309384875, -113.50582779436658 53.421069957408555, -113.5060370320655 53.42099070139149, -113.50612367301005 53.42090344965598, -113.50606373915768 53.42077189917193, -113.50609711724721 53.420637008744905, -113.5060138628066 53.42052420459977, -113.50601347350448 53.42052372758923, -113.5058870567633 53.42038350327721, -113.50601540792051 53.42025782459335, -113.50653143324791 53.420361453876346, -113.50678234664377 53.420421749504726, -113.50693851706251 53.420433767066804, -113.50709131325485 53.420435094259105, -113.50733328651678 53.420423525832355, -113.50746847058514 53.420401809577044, -113.50762412362437 53.42035715932891, -113.50771751622348 53.42032323807984))"
12756,OFF ROAD,Walkway / Breezeway,,134,,1,false,,"MULTILINESTRING ((-113.50723154642787 53.42418394230025, -113.50669457501293 53.424136916548534, -113.50615285582477 53.42414138148752))"
12758,OFF ROAD,Walkway / Breezeway,,130,,1,false,,"MULTILINESTRING ((-113.50500354901277 53.42546224589291, -113.50451413494926 53.42515832656599, -113.504522062421 53.4250130049508))"
12759,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.47910805527378 53.405432428259864, -113.47895840395263 53.40574548924829))"
12760,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.47487512390754 53.40582102549368, -113.47429183478484 53.40541811145026))"
12761,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.47351532505854 53.405816007466306, -113.47418374099028 53.40543292580951))"
12762,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.47418122098603 53.40707220482271, -113.47418374099028 53.40543292580951))"
12763,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.47456536557344 53.40749694089655, -113.47503241457268 53.40765763551774))"
12764,OFF ROAD,Walkway / Breezeway,,1272,,1,false,,"MULTILINESTRING ((-113.47418122098603 53.40707220482271, -113.4740810626837 53.40707782238698, -113.47397903310564 53.40709764578118, -113.47390662243308 53.40712267421707, -113.47384684041978 53.40715535362936, -113.4737912072873 53.407195661413404, -113.47373950421292 53.4072613265317, -113.4737176390966 53.407314453105585, -113.47371698228942 53.407367669456306, -113.4737333221682 53.40741842891652, -113.4737535608763 53.407462608889404, -113.47377316404281 53.40749332370098, -113.47378739190422 53.407504836584984, -113.47387161902066 53.4075533596645, -113.47394331131441 53.407586621969834, -113.47405320274765 53.40761752067989, -113.47415488979331 53.40762557123063, -113.4742610134362 53.40761843572893, -113.47434174819021 53.40760611742447, -113.47440985401172 53.40758614073542, -113.47447812207936 53.40755349470195, -113.47452508179174 53.407528357619086, -113.47456536557344 53.40749694089655, -113.47460672794382 53.40744255113586, -113.47463273508664 53.407397045373386, -113.47463775238255 53.407333709976115, -113.4746172996428 53.40727279431952, -113.4745840558343 53.407216893338536, -113.47452103683337 53.4071684603968, -113.47444099010823 53.40712502712623, -113.4743523329298 53.407091686758385, -113.47428463404118 53.40707871873032, -113.47418122098603 53.40707220482271))"
12765,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.47377316404281 53.40749332370098, -113.47334236209116 53.40763961739529))"
12766,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.47501768573632 53.40975108651101, -113.4744564450066 53.40979964078283))"
12767,OFF ROAD,Walkway / Breezeway,,97,,1,false,,"MULTILINESTRING ((-113.47033225317561 53.409165122371206, -113.46982490731153 53.409398187759734))"
12768,OFF ROAD,Walkway / Breezeway,,94,,1,false,,"MULTILINESTRING ((-113.46969652487758 53.4094029061275, -113.46916405947266 53.40916522382683))"
12769,OFF ROAD,Walkway / Breezeway,,133,,1,false,,"MULTILINESTRING ((-113.46692129310367 53.408109964200015, -113.46674811638186 53.40811102999811, -113.46623285226607 53.4083114410737))"
12770,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.46720582711416 53.409459496708365, -113.46767759331921 53.4091400996846))"
12772,OFF ROAD,Walkway / Breezeway,,358,,1,false,,"MULTILINESTRING ((-113.46433395661728 53.40925236855697, -113.46429782309085 53.40929144005737, -113.46426708763566 53.4093235226587, -113.46424099143951 53.40934421641184, -113.464207048837 53.40936352982616, -113.46416870306071 53.40937543815647, -113.46412815677945 53.40938331226536, -113.46408206347733 53.40938646272528, -113.46344730843582 53.40938898199718))"
12773,OFF ROAD,Walkway / Breezeway,,251,,1,false,,"MULTILINESTRING ((-113.47876881816293 53.411511486566795, -113.47878806210053 53.41150442478808, -113.47881354438732 53.411499675107756, -113.47885425811981 53.41149620803336, -113.47955590831957 53.411496835521774, -113.48006536236062 53.411497234049634))"
12774,OFF ROAD,Walkway / Breezeway,,132,,1,false,,"MULTILINESTRING ((-113.4783315898335 53.41105493863759, -113.47877082478726 53.4113473527436, -113.47876881816293 53.411511486566795))"
12775,OFF ROAD,Walkway / Breezeway,,96,,1,false,,"MULTILINESTRING ((-113.47876881816293 53.411511486566795, -113.47852446838921 53.41162854797149))"
12776,OFF ROAD,Walkway / Breezeway,,95,,1,false,,"MULTILINESTRING ((-113.4767652734053 53.41184334883869, -113.47602590648705 53.411838699424735))"
