id,type,classification,road_segment_type,duration,street_name_full,line_weight,route_coming_soon,construction_year,geometry_line
1285,OFF ROAD,Shared Pathway,,1080,,2,false,,"MULTILINESTRING ((-113.6524998802604 53.5211455497349, -113.65256574974836 53.52114409018647, -113.65262561354567 53.52114353445208, -113.6526618472094 53.52114546756953, -113.65269682633706 53.52115033044513, -113.65273546101014 53.521158863323485, -113.65280468161517 53.52118469485525, -113.65285368870519 53.52120204699742, -113.65290823602551 53.52121794849557, -113.65294502825867 53.52122720931088, -113.6529941162503 53.5212346742591, -113.65305244206274 53.52123996961792, -113.65324031854229 53.521255159579404, -113.65351101754928 53.521285967587055, -113.65363067684126 53.52130388896115, -113.65381780133194 53.52133628568345, -113.65407849026049 53.52138903085259, -113.6542766035863 53.52143061266367, -113.65443787983736 53.521468424608614, -113.65454642993019 53.521492905766046, -113.65459120593488 53.52150218913977, -113.65464153999135 53.52150782546969, -113.65470601874311 53.521511671086245, -113.65475578528049 53.52151181479312, -113.6548024904049 53.52151048661976, -113.65485905418666 53.52150515897132, -113.65492857397284 53.521493640713, -113.65499937778253 53.52147554068124))"
1286,OFF ROAD,Shared Pathway,,473,,2,false,,"MULTILINESTRING ((-113.39419498100203 53.46366076253025, -113.3942049929085 53.464169059645286, -113.39420590143257 53.46429524044808, -113.39419698578581 53.46435019418264, -113.39418210177064 53.464443941951366, -113.3941673036432 53.46453121882249, -113.39416109881027 53.46458618629638, -113.3941475999713 53.4649630248948, -113.39411292156653 53.466066074268646, -113.39408467068516 53.46709797879834, -113.39407013356191 53.4675476070235, -113.39406982526108 53.46755537768561))"
1288,OFF ROAD,Shared Pathway,,936,,2,false,,"MULTILINESTRING ((-113.51211496910615 53.52395533168974, -113.51210280754132 53.523994371087774, -113.51209778328509 53.524023662746174, -113.51209488005264 53.52427631257009, -113.51210855134423 53.524309870596234, -113.51213162353602 53.524340673589165, -113.5121848571705 53.5243967290759, -113.51235199102533 53.52453002308384, -113.51253069431311 53.524675926899135, -113.51261882643885 53.52475306381665, -113.51269531034228 53.52482456641946, -113.51277856333367 53.52491843260759, -113.51285482358824 53.52500947685822, -113.51292397889065 53.52510747558776, -113.51298827083716 53.525220807047724, -113.51304305004109 53.52534666260738, -113.51309310009243 53.525476688963835, -113.51310437455639 53.525514423504404, -113.51311771091291 53.52557729219288, -113.51313523870725 53.52568345335149, -113.51314120754762 53.52577560787167, -113.51313274161407 53.52590120953312, -113.51311284462318 53.5260016352093, -113.51309309783348 53.52608949493134))"
1294,OFF ROAD,Shared Pathway,,2567,,2,false,,"MULTILINESTRING ((-113.51494722169166 53.5258437978526, -113.51773592360735 53.52664345429148, -113.51776726746934 53.52668918145894, -113.5178078263187 53.526714234913086, -113.51784200367524 53.52674301047725, -113.51789070114624 53.52679533777216, -113.51793691447213 53.526849125429344, -113.51796865565744 53.52687568738096, -113.51800900960136 53.52690301739756, -113.5180703184759 53.52692969850224, -113.5181538108753 53.526956468969715, -113.51821650061754 53.52696993672537, -113.51830507209468 53.52698351239839, -113.51839607174799 53.52700003121038, -113.51843040798761 53.52701485504988, -113.51881090156982 53.52725722615698, -113.51904574908453 53.52741163405721, -113.51916171720606 53.52750902138275, -113.51952636979946 53.5277359075728, -113.51957783719006 53.52776181499568, -113.51965144915663 53.52779074477979, -113.51971642546849 53.52782037687421, -113.52022475205132 53.52809262789646, -113.52026751815804 53.52812510768139, -113.52031773298593 53.52815247646921, -113.52041839508506 53.52818665514878, -113.52047471186566 53.52821918920534, -113.52052228300828 53.528262703247535, -113.52086775275056 53.52844398134023, -113.52102682014865 53.528544480308774, -113.52147373658059 53.52869092132268, -113.52156076964646 53.528731652065076, -113.52161233259221 53.528748747659506, -113.52163692886333 53.52875324987919, -113.52172933595226 53.528755089912174, -113.52175270975215 53.52875885386258, -113.52243319691128 53.52895615237373, -113.52249471593645 53.52896520937825, -113.52262731940462 53.529008325059245, -113.52267260754724 53.52903567686641, -113.52296345725284 53.52914404014011, -113.52333639038936 53.52929531616139, -113.52355224701313 53.52938796013222, -113.52376808194191 53.52948207033529, -113.52389447062723 53.529530300711386, -113.52403076549047 53.52957489992022, -113.52416954688981 53.52961730511517, -113.5243390774589 53.52966497332743, -113.52448409354331 53.52970079538439, -113.52468565392677 53.529749323825, -113.52487749383974 53.529786064871104, -113.52513092266437 53.5298252539586, -113.52535735261478 53.52985405362431, -113.52591494959896 53.52991354103998, -113.52619806265254 53.52994329718183, -113.52639126861592 53.52996755942092, -113.52651429697104 53.52998640263145, -113.52663725993534 53.53001111967136, -113.52685728626238 53.530061921291434, -113.52716335270078 53.5301328854664, -113.52766975356965 53.53025310444759, -113.52931305046424 53.53064874524369, -113.52986373892958 53.53077720718203, -113.53006543255968 53.53081471197788, -113.530309078512 53.530847977405244, -113.53058723087644 53.53088137779601, -113.53069883075224 53.530895981751414))"
1297,OFF ROAD,Shared Pathway,,1768,,2,false,,"MULTILINESTRING ((-113.51176907484867 53.52405294142348, -113.51179767628744 53.52407022022817, -113.51180541634096 53.524080131878044, -113.51180877258703 53.5240915844728, -113.51180923794465 53.5241269496469, -113.5118158190577 53.524161820175806, -113.51182677807127 53.52419566566353, -113.51184446751552 53.52425086125159, -113.51187436466145 53.52430714590182, -113.51194638458671 53.52441872585087, -113.51196360302839 53.52443959545358, -113.51197736910234 53.52445629404659, -113.51202235310072 53.52449079799512, -113.51211924331577 53.52456503760082, -113.51221617548218 53.52463511669612, -113.51235814646998 53.52473553915329, -113.51239276269729 53.524760643930364, -113.51243606315305 53.524789941024366, -113.51248105980929 53.5248234056196, -113.51252772877861 53.5248631197599, -113.51257437397517 53.524904912242725, -113.51261746555778 53.524951890052336, -113.51269142963214 53.525046835054816, -113.51276002476843 53.52515320070604, -113.5128437432671 53.52531059068664, -113.51288632250699 53.52540228631796, -113.51292552138725 53.525484611417376, -113.51294922157723 53.52554919174131, -113.51296948122635 53.5256085582165, -113.51298099735621 53.52566996753335, -113.51298903135576 53.52573032343711, -113.51299357747367 53.52579066513391, -113.51298570073952 53.52586863786403, -113.51297797906973 53.525933090193845, -113.5129614717421 53.52600270656692, -113.51288326944419 53.52627696183939, -113.51286523264132 53.52632785110648, -113.51285977974065 53.52634654974998, -113.51285418984959 53.52637772595057, -113.51285561163078 53.5264058130303, -113.51285699760021 53.5264370213354, -113.51286350237474 53.52647865015191, -113.51288329121743 53.526579617029356, -113.51289818806097 53.52665040054484, -113.51291659677864 53.526719119905785, -113.51292141731508 53.52675554202768))"
1299,OFF ROAD,Shared Pathway,,1955,,2,false,,"MULTILINESTRING ((-113.66617966666449 53.49405071568727, -113.66612372477665 53.49408634649696, -113.66608344662504 53.49411674382065, -113.66604337570202 53.49415536709309, -113.66601085252745 53.49419213935584, -113.665987543376 53.494225782819036, -113.6659640028762 53.494266055319414, -113.6659459472793 53.49430747081694, -113.66593366663285 53.49434929676832, -113.6658892931333 53.49452563522053, -113.665835529547 53.494700701801406, -113.66577228042813 53.49487483158539, -113.66576923183534 53.494897074342155, -113.66577504098643 53.49491515547052, -113.66578896171272 53.4949335872617, -113.66580348211204 53.494944919333655, -113.6657277007438 53.49508666161638, -113.66569951321031 53.49509929675251, -113.66567814943164 53.495114943355354, -113.66566272689342 53.49513187428338, -113.66564678211961 53.49516019840865, -113.66550923649855 53.49541894998057, -113.66532679922905 53.4957143024769, -113.6653236342925 53.49572695230078, -113.66532356285273 53.49573681002874, -113.66532728803217 53.495749549162326, -113.66533537273466 53.495765889892624, -113.66523947867883 53.49591933871839, -113.66522192601924 53.49592418351512, -113.66520710337406 53.49593001622047, -113.66519115238208 53.49593943884, -113.6651790289168 53.49595017305631, -113.66507253743656 53.49612839718561, -113.66498760190183 53.49627991966172, -113.66490182602655 53.496468969859585, -113.66484272760964 53.49660653138703, -113.66479561620531 53.49675065299714, -113.66476075961825 53.49686739470686, -113.66473238481242 53.496995250739246, -113.66471184834407 53.49710093275304, -113.6647033816464 53.497202734928614, -113.66468247315956 53.49735476472358, -113.66467950478192 53.49759234897851, -113.66467526145799 53.497983687473635, -113.66467147701073 53.49833252207407, -113.66467455929725 53.49905183850289, -113.66467033004773 53.49986512915448, -113.66467582276506 53.500557037928814, -113.66467176838023 53.501348136571615, -113.66467838259962 53.50232091604968, -113.66467832202667 53.50232859215701))"
1300,OFF ROAD,Shared Pathway,,2673,,2,false,,"MULTILINESTRING ((-113.4933228222803 53.52428551331277, -113.49378167133091 53.524177740638095, -113.49386753830962 53.52416181181134, -113.49397168738984 53.52414161174409, -113.49408316608255 53.52411818487088, -113.4948178018446 53.523965951860355, -113.49602908213383 53.5237407670563, -113.49609970977771 53.523730543439065, -113.49617160938611 53.52372152651911, -113.49643567150791 53.52369214376384, -113.49648192288107 53.52368852434581, -113.49675375587734 53.52366298412209, -113.49686371556088 53.52365321672018, -113.49697015413932 53.523644160390866, -113.49701425480224 53.5236393708771, -113.49703480351957 53.52363583475212, -113.49706757325578 53.52362646842884, -113.49711182484354 53.523609455663774, -113.49714696215513 53.52359285783354, -113.49724314467102 53.52355162676044, -113.49727591966308 53.52354180712107, -113.4975281407636 53.52347135943937, -113.49757761290651 53.52346206316442, -113.49762784646524 53.52345322334935, -113.49774944974558 53.52344558619911, -113.49893349878997 53.52337994893424, -113.50038042570739 53.5233054449129, -113.50063180971652 53.523295096692465, -113.50081384834881 53.523285998875025, -113.50094622558748 53.52328080252781, -113.50113097381633 53.52327582454845, -113.50139839313391 53.523272834653326, -113.50172238793621 53.523264327322615, -113.50196777482284 53.52325960073264, -113.50205734095562 53.52326161736577, -113.50215533844916 53.52325921361605, -113.50227638718464 53.52324917416738, -113.50243862245372 53.52324809153722, -113.50262726088326 53.52325941975639, -113.50291012710915 53.523283444373476, -113.50316218981004 53.52330645956349, -113.50353413671941 53.5233227858913, -113.50357549160621 53.523322135792, -113.50360307223514 53.523320610377894, -113.50363619772602 53.5233166388839, -113.50367351775941 53.523307761349244, -113.5040344736741 53.5232024837899, -113.50405934079285 53.52319765980635, -113.50409936449844 53.52319289867886, -113.5041697137447 53.52318826329588, -113.50427029607779 53.52319114206985, -113.50453050343648 53.52321522000173, -113.50523653186524 53.5233035593767, -113.5053053237427 53.5233137019496, -113.50548143078417 53.52334071335475, -113.50610342551872 53.52342541650051, -113.5065766719613 53.523501292013904, -113.50683803885316 53.52354507821037, -113.50711857944695 53.52359880081123, -113.50728910273568 53.523632357262365, -113.50742941474464 53.52365593107837, -113.50784494982733 53.52371677873761, -113.50821902622911 53.52378730869468, -113.5089067519233 53.52391004833352, -113.508953078501 53.52391696410382, -113.50900527791487 53.52392246673998, -113.50906246032012 53.52392328748434, -113.50920541968756 53.52392504995027, -113.50971723369913 53.52392186139583, -113.51139294879803 53.52392335503961))"
1301,OFF ROAD,Shared Pathway,,174,,2,false,2015,"MULTILINESTRING ((-113.41832788829855 53.52177904451215, -113.41831230927075 53.521856808101326, -113.41831165772058 53.521904370165146, -113.41833858690104 53.522763605066544))"
1302,OFF ROAD,Shared Pathway,,745,,2,false,,"MULTILINESTRING ((-113.66473041269117 53.50258519519505, -113.6647252920375 53.50291534917499, -113.6647220303772 53.50300988757748, -113.66471518745502 53.50307965506048, -113.6647003945774 53.503199673772535, -113.66467908425571 53.50334819029305, -113.6646770713134 53.503443480286194, -113.66467432927364 53.503950733258996, -113.66468010304634 53.50472142457858, -113.66468733435471 53.504813972893025, -113.6646956997871 53.504888138918126, -113.66471656279663 53.505018093399755, -113.66473671619107 53.505111868266916, -113.66476195332524 53.50519201108613, -113.66480864825061 53.5053267845188, -113.66484082247678 53.505409913354946, -113.66489667906392 53.505518020523844, -113.66495648401221 53.505630291951135, -113.66511288427816 53.50586310049253))"
1303,OFF ROAD,Shared Pathway,,1385,,2,false,,"MULTILINESTRING ((-113.48873896951015 53.526278068808146, -113.48891213218187 53.5262004725188, -113.4889844383428 53.526162779643435, -113.48903875729538 53.5261278511611, -113.4890965221944 53.52608922268366, -113.48915097109762 53.526043478607185, -113.48921806425835 53.52598359308086, -113.48930536661166 53.52589505654495, -113.48974060077224 53.5254625091533, -113.48979798613006 53.52540798807888, -113.4898357967235 53.525377724290884, -113.48987703481012 53.52534477385257, -113.48996630762859 53.52528092142086, -113.49006237456858 53.52521777597657, -113.49016778776586 53.525164775159546, -113.49027846049576 53.5251146121732, -113.49040261610357 53.52506796327698, -113.49054028991213 53.52502136816473, -113.49065841586393 53.52499425073689, -113.49082681920068 53.52496159836813, -113.4910415106518 53.524933741943386, -113.49120594428281 53.52491027780563, -113.49129882427768 53.52489456123756, -113.49142855211943 53.524866342621706, -113.49167221348311 53.52481187943162, -113.49188239309387 53.52476714615472, -113.49203413410297 53.52473085767946, -113.49219325676953 53.52468699776739, -113.49235792996882 53.524636638382326, -113.49246043838492 53.52460122747619, -113.49269478052489 53.5245174915404, -113.49294565147288 53.52442296123216, -113.49309758489368 53.52437037621428, -113.49315055564968 53.5243619110325, -113.49319978708309 53.52436103257213, -113.49326167235729 53.52436890113583))"
1306,OFF ROAD,Shared Pathway,,399,,2,false,,"MULTILINESTRING ((-113.66511288427816 53.50586310049253, -113.66513054185613 53.50588938858201, -113.66521040179825 53.50598273726645, -113.66529421811263 53.50607846655642, -113.66551445868286 53.50628549471946, -113.66575968788636 53.50647835640597, -113.66602477256436 53.50665657647338, -113.66624680567563 53.50678340357934, -113.66647617995496 53.50689735992087, -113.66649179802722 53.50690406264741))"
1307,OFF ROAD,Shared Pathway,,552,,2,false,,"MULTILINESTRING ((-113.48626272696949 53.52744534883603, -113.48632289568488 53.52740571490782, -113.4863567019723 53.527387279291354, -113.48642430585546 53.52735111923833, -113.48695876475935 53.52709184826275, -113.4882577503346 53.52649066653171, -113.48829213491979 53.52647697202625, -113.48833827571782 53.52646179845395, -113.4883827788778 53.52644805508966, -113.48843129136031 53.526436735305616, -113.48848704068139 53.526426883692785, -113.48873166121436 53.526393978024025, -113.48874221841429 53.52639089073334, -113.48875346272612 53.52638467026391))"
1310,OFF ROAD,Shared Pathway,,586,,2,false,,"MULTILINESTRING ((-113.66681959996608 53.50704474891627, -113.666950746008 53.507099139366794, -113.66721767485383 53.507190630729454, -113.66742514541356 53.507251707986086, -113.6676117875278 53.50730442421941, -113.66772047543496 53.50732896759768, -113.667776661434 53.50734165711097, -113.66800018573264 53.50738557915267, -113.66835690721481 53.507446475856796, -113.66897502781512 53.50754309022021, -113.66931593415445 53.507590297659554, -113.66980992887159 53.50765572286656, -113.6700773141638 53.507689675761, -113.67055743898005 53.50774794347919, -113.67097987089544 53.50780367354948))"
1311,OFF ROAD,Shared Pathway,,1924,,2,false,2011,"MULTILINESTRING ((-113.48626272696949 53.52744534883603, -113.48617297073848 53.527505378542145, -113.48612552375202 53.52754348611138, -113.48609298453293 53.527575765079, -113.48603770573452 53.52764773184798, -113.48575590343482 53.52804585350449, -113.48566707404306 53.52819972336026, -113.48556361814657 53.52839328628502, -113.4855053648681 53.528533947088626, -113.48546771841275 53.52867060963401, -113.48543871781446 53.52880118823402, -113.48541556935238 53.528943393053815, -113.48540552142373 53.529053382850066, -113.4854019654843 53.529202843396554, -113.48540861898516 53.529365227687684, -113.48542366285017 53.52948957616663, -113.48543932278812 53.529563616793276, -113.48546321589457 53.52964065575358, -113.485493906516 53.529703915471075, -113.4855166146803 53.52974247940523, -113.48554272731427 53.529773171630914, -113.4855820161244 53.52980983529779, -113.48563439130051 53.529859376091316, -113.48572432638817 53.52995149517735, -113.4857422596452 53.52997425845895, -113.48575353313889 53.529999952321646, -113.48575814108071 53.53002956437871, -113.48575942822951 53.53006014610576, -113.48573990575132 53.530168562115634, -113.48573629815768 53.53019320434375, -113.48574100173163 53.53021492309109, -113.48575226332365 53.5302416045379, -113.48577501977171 53.53027622545103, -113.48589560580447 53.5304345593952, -113.48581406720109 53.53046971949418, -113.48578408925431 53.53048438301963, -113.48574572831954 53.530507891843094, -113.48572395396201 53.530528512766026, -113.4857038491002 53.53054815322903, -113.48570040874252 53.53055898769118, -113.48572888123915 53.53066859405532, -113.48574454782118 53.5307416543882, -113.48575698344186 53.53080877869098, -113.4857644941742 53.53087193863815, -113.48577494349313 53.530965687408006, -113.48577724028797 53.530978282276855, -113.48578158485658 53.530989308681676, -113.48579150257721 53.531002360120866, -113.4858020316128 53.531011412049885, -113.48581815804451 53.531020488046416))"
1321,OFF ROAD,Shared Pathway,,318,,2,false,,"MULTILINESTRING ((-113.51647096318706 53.49786540660717, -113.51650143657 53.49787702777172, -113.51653519205854 53.49789623165567, -113.5165589197572 53.49791896964367, -113.51657455539106 53.49795002193673, -113.5165821803941 53.49798222847462, -113.51657726625469 53.49806324670334, -113.51657873860664 53.49810496203607))"
1325,OFF ROAD,Shared Pathway,,364,,2,false,,"MULTILINESTRING ((-113.51592564099887 53.497382148606135, -113.51616379326877 53.497495832787706, -113.51619182688007 53.49752412348826, -113.51621722588091 53.4975612591163, -113.51621660187736 53.49761607800567, -113.51622225750677 53.497645892257665, -113.51623787924682 53.497678134868444, -113.5163085535516 53.497790444347274, -113.51633034651172 53.49780721554321))"
1328,OFF ROAD,Shared Pathway,,509,,2,false,,"MULTILINESTRING ((-113.68604687332363 53.52777399734063, -113.68653173029547 53.52772595422286, -113.687107947583 53.5276812327332, -113.68718556408686 53.52767732682304, -113.68730282750651 53.527675577194735, -113.68740452209396 53.5276799520666, -113.68749069945545 53.52768428629935, -113.68763033817231 53.52768773565716, -113.6881920957054 53.527673915665474, -113.6883125533804 53.52766333630385, -113.68835227211369 53.52764981938551, -113.6884011849848 53.527629066599246, -113.68845332674331 53.52758380467281))"
1331,OFF ROAD,Shared Pathway,,1009,,2,false,,"MULTILINESTRING ((-113.67830519741882 53.52800318048552, -113.67837215984532 53.52803099213323, -113.67867490195162 53.52812632366889, -113.67916005874665 53.52826940282676, -113.6793631231603 53.52832131529299, -113.679831298676 53.52842941799969, -113.68004127460509 53.528480319649695, -113.6801721699414 53.52850019024334, -113.68063564274992 53.528546635129125, -113.68093036663356 53.52856282966041, -113.68120965030337 53.528568711693254, -113.68166314768449 53.528565810858375, -113.68177006663423 53.528564042798905, -113.68202880861895 53.528550347826595, -113.68231174487808 53.52852849492822, -113.68251364821253 53.528506429926246, -113.6830453155072 53.52842564967958, -113.68321800816274 53.52839015095021, -113.68358072900286 53.52830583982289, -113.68405058963211 53.52818893151256, -113.68437878306521 53.52810966387916, -113.68462920526098 53.52805484782926, -113.68497459370857 53.52798178922386, -113.68518868890064 53.52794228405123, -113.68564024963153 53.527860032072404, -113.6857111131487 53.52785775295792))"
1334,OFF ROAD,Shared Pathway,,1808,,2,false,,"MULTILINESTRING ((-113.68186444959544 53.52048756511976, -113.6818827096588 53.520494224933366, -113.68192224311224 53.520505647325464, -113.68196347000243 53.52051471568738, -113.68200674309166 53.52052139041859, -113.68207441688402 53.52052809685038, -113.68214362476012 53.52053143168836, -113.68221305031642 53.52053129561631, -113.68228221742716 53.52052768368339, -113.6823506311953 53.52052062037166, -113.68241780266037 53.520510163346785, -113.68248326751474 53.520496381396434, -113.6825458177148 53.52047956981643, -113.68257328539701 53.52047216917604, -113.6826009147793 53.52046629831222, -113.68262926359856 53.52046179655705, -113.68265823280989 53.520458678387726, -113.68265846792359 53.52045866058582, -113.6826585236309 53.52045865336331, -113.6833487514295 53.520401855608284, -113.6833987621362 53.52039728205444, -113.68344866218443 53.520391790574486, -113.68349801212555 53.52038543528323, -113.68353188871427 53.52038097374264, -113.68356566921973 53.5203769578461, -113.68362403177404 53.520371028039975, -113.68373588491312 53.520363209164195, -113.68384771047691 53.52035991920876, -113.68395965720858 53.52036111802982, -113.68405295382095 53.520363995820006, -113.68412086668201 53.52036517394115, -113.68418924470498 53.52036450328718, -113.68425705506102 53.52036200324114, -113.68451364421006 53.52035074789981, -113.6847701460313 53.52034290794832, -113.68502770476458 53.52033845691996, -113.68503937650961 53.520338034387535, -113.68505176422893 53.52033695777621, -113.68506395250887 53.520335257841296, -113.68507586082589 53.52033295279669, -113.68508739637142 53.5203300497684, -113.68509847854013 53.52032657802579, -113.68510902678152 53.520322559468, -113.68511897285751 53.520318023396946, -113.68512822997945 53.520312999065744, -113.68513674216751 53.52030753054949, -113.68514393739218 53.520302040138695))"
1337,OFF ROAD,Shared Pathway,,135,,2,false,,"MULTILINESTRING ((-113.68158356506972 53.52070143182193, -113.68169626059498 53.520625120478435, -113.68175915114135 53.520573687859645))"
1338,OFF ROAD,Shared Pathway,,97,,2,false,,"MULTILINESTRING ((-113.53750096331675 53.538326838098136, -113.53737181675231 53.538503946641384))"
1340,OFF ROAD,Shared Pathway,,1008,,2,false,,"MULTILINESTRING ((-113.67523706647157 53.52233617117139, -113.67529506112689 53.52230284136198, -113.67533168403753 53.52228162567542, -113.67536879546289 53.52226040761882, -113.67586394447942 53.522002121966636, -113.67639427533253 53.521769600511966, -113.676955625025 53.521564685192395, -113.67737918175106 53.52143456601886, -113.67755243869976 53.52138678318934, -113.67772746277261 53.52134158450449, -113.67790396904284 53.52129903552242, -113.67792573724236 53.521293993857675, -113.67809339166006 53.5212566574065, -113.67826275400067 53.5212215732817, -113.67843361986284 53.521188788833754, -113.67953546544696 53.52100904641043, -113.68036510510072 53.52087530941965, -113.68068922142366 53.52082342193479, -113.68075523919643 53.52081108331577, -113.68081893064092 53.52079561340955, -113.68088025221103 53.520777045270364, -113.680938776202 53.520755514112494, -113.68099404992839 53.52073118825106, -113.68102712231696 53.52071366864752, -113.68105712261769 53.52069433509728, -113.6810854321909 53.520669576116056))"
1341,OFF ROAD,Shared Pathway,,247,,2,false,,"MULTILINESTRING ((-113.53793063369298 53.53781336373806, -113.53771695490185 53.53808815015273, -113.53767606263277 53.53813081406455, -113.53762390111363 53.53817610615954, -113.5375831920463 53.538201372931645, -113.53752676414979 53.53822657890333))"
1343,OFF ROAD,Shared Pathway,,324,,2,false,,"MULTILINESTRING ((-113.56485639246029 53.53759885717569, -113.56532720690865 53.537622455750565, -113.5653607056393 53.53762665332869, -113.56539138461581 53.537638590611735, -113.56541335493834 53.53765641834563, -113.5654328134649 53.537682119576715, -113.56543963313477 53.537716317156416, -113.56551842958045 53.5393282009508))"
1344,OFF ROAD,Shared Pathway,,1047,,2,false,,"MULTILINESTRING ((-113.67328419314471 53.52434601913224, -113.67336097213278 53.52433540181303, -113.67342923672673 53.524382497033194, -113.67346943105896 53.5244054623398, -113.67369869278623 53.524514336904524, -113.67398219827449 53.524657037867286, -113.6741047745571 53.52472833398817, -113.67439920160493 53.52492784877684, -113.67468720082631 53.5251433537976, -113.67509507174752 53.525466028522864, -113.67531080886015 53.52566181520617, -113.67547001924997 53.52581018925086, -113.67561534541348 53.52597085236402, -113.67586823044245 53.52627050627616, -113.67622865399446 53.5267132518353, -113.6762987551915 53.526790495186916, -113.67642188035437 53.526923358786945, -113.67661033744534 53.527081056542585, -113.67679880211968 53.527238754015805, -113.67699085369968 53.52737796861266, -113.67723447997606 53.52753684254863, -113.67747478812603 53.52767926741889, -113.67764138536404 53.5277649881619, -113.67779961136748 53.52784144366948, -113.67786405472283 53.52786697874126, -113.67791263922228 53.52787146919055, -113.67798370979872 53.52786967428681))"
1376,OFF ROAD,Shared Pathway,,362,,2,false,,"MULTILINESTRING ((-113.51168462747357 53.61401162864703, -113.51442426985864 53.61402831727294, -113.51582579692409 53.61403510064222, -113.51593961597878 53.61402447976408, -113.51604607508344 53.61400495885296, -113.51610031637556 53.613988554434755, -113.51617333169327 53.61396003539678, -113.51622579622268 53.61393586649047, -113.51627834319982 53.61390393696024))"
1378,OFF ROAD,Shared Pathway,,244,,2,false,,"MULTILINESTRING ((-113.47530731478341 53.51794347618963, -113.4753666163161 53.517943242597205, -113.4754095143275 53.51794192725431, -113.47544491852196 53.51793456842535, -113.47546526093215 53.517921125545, -113.47548054553455 53.51790916772755))"
1380,OFF ROAD,Shared Pathway,,478,,2,false,,"MULTILINESTRING ((-113.50878517550719 53.61395321312474, -113.50921378362378 53.61395940466866, -113.50927339878984 53.613961867572904, -113.50933311680159 53.61395546070101, -113.50939661060019 53.613944639720174, -113.5096425778305 53.61395008093753, -113.50972080203013 53.61395483463643, -113.50989203238137 53.61397548367299, -113.51009686530877 53.61399184045434, -113.51023098049741 53.613999037356606, -113.51034275599545 53.61400392793797, -113.51144725793877 53.614010265652325))"
1381,OFF ROAD,Shared Pathway,,514,,2,false,,"MULTILINESTRING ((-113.54143992927423 53.58000099252242, -113.54140354428971 53.58004260604918, -113.54139290774337 53.580076174036506, -113.54139561558397 53.580142381138934, -113.54140706837092 53.58019131251318, -113.54142699551655 53.5802473998018, -113.54145728856933 53.58029436179544, -113.54148892326806 53.580338664544236, -113.54151191249144 53.58036702158736, -113.54153862838687 53.58038805204631, -113.54156670427011 53.58041044753813, -113.54157436055391 53.5804205300194, -113.54157335587549 53.58042868145237))"
1384,OFF ROAD,Shared Pathway,,474,,2,false,,"MULTILINESTRING ((-113.54150682669383 53.582461133102846, -113.54146653892934 53.582482651191896, -113.54143902436914 53.58250096421839, -113.5414260339022 53.58252366666542, -113.54141654387509 53.58255938749001, -113.5414158871199 53.582620064969895, -113.54137739826612 53.58314759680515, -113.5413737389055 53.583485645425526, -113.54136844791103 53.584647175471645, -113.54134461562819 53.5847645599018, -113.54133173586362 53.58481414974083, -113.541331495763 53.58506284974182))"
1386,OFF ROAD,Shared Pathway,,133,,2,false,,"MULTILINESTRING ((-113.4669036777752 53.499609651748784, -113.46697429226742 53.49975060248176, -113.46697434562535 53.49978034991541))"
1388,OFF ROAD,Shared Pathway,,591,,2,false,,"MULTILINESTRING ((-113.54167547905612 53.581038106068725, -113.5416186382359 53.58108039306745, -113.54157766407708 53.58111911831139, -113.54154324260556 53.58117663722141, -113.54152929542592 53.58122599085326, -113.54152067672032 53.581349477356476, -113.5415110176766 53.581737348696265, -113.54150297331164 53.58180774514875, -113.54148936163364 53.58188787490896, -113.54145662327764 53.58205244704519, -113.54145022342693 53.58213910507614, -113.54145139369413 53.582173451656054, -113.54145895485622 53.582195783280085, -113.54148570333447 53.58222592360632, -113.5415146334484 53.58224445663223))"
1407,OFF ROAD,Shared Pathway,,435,,2,false,,"MULTILINESTRING ((-113.49462285217693 53.511224766382036, -113.49462351849007 53.5112316384499, -113.49462111163388 53.51132117913595, -113.4946486213297 53.51148920880908, -113.49469864283765 53.51179486235642, -113.49470192560948 53.51185724121321, -113.49474401220833 53.512040522933745, -113.4947598925512 53.51217172491582, -113.4947676218054 53.51219814375467, -113.49478207448678 53.51222379131233, -113.49481360926099 53.51227909599637))"
1408,OFF ROAD,Shared Pathway,,593,,2,false,,"MULTILINESTRING ((-113.50128824128515 53.52939968586588, -113.50125548198062 53.52949841231817, -113.50124103066194 53.5295513121705, -113.50124426371569 53.529612525908654, -113.50126122295896 53.529682037022006, -113.50126246310629 53.52974441802759, -113.50128130480795 53.52982217342788, -113.50129044917776 53.52988458739719, -113.50132869351461 53.529991846407064, -113.50137293839143 53.530093248832266, -113.50138200764154 53.530161547755114, -113.50137318340695 53.53024036335141, -113.50134656376875 53.53032028400544, -113.50133220140428 53.53036612337476, -113.50128591144845 53.53041508731288))"
